# Time           	massFlux         	Umin             	Umax             	Umean            	UstDev           	pmin             	pmax             	pmean            	pstDev           
436 7.878138387 99.84003849 151.1504665 139.1998755 10.76833796 -28020.62237 -28020.62237 -28020.62237 1.818989404e-11
437 7.877946467 99.82553816 151.1412063 139.1972125 10.76183343 -28020.50864 -28020.50864 -28020.50864 3.637978807e-12
438 7.877778044 99.81172113 151.1333377 139.1948426 10.75611318 -28020.56654 -28020.56654 -28020.56654 1.818989404e-11
439 7.877634147 99.79894628 151.126584 139.1928599 10.75110963 -28020.75119 -28020.75119 -28020.75119 1.091393642e-11
440 7.877515678 99.78727844 151.1208922 139.1913605 10.74665689 -28021.06463 -28021.06463 -28021.06463 7.275957614e-12
441 7.877422623 99.77654175 151.1162657 139.1903078 10.74282074 -28021.50554 -28021.50554 -28021.50554 7.275957614e-12
442 7.877361516 99.76647662 151.1126303 139.1896953 10.73956003 -28022.07376 -28022.07376 -28022.07376 1.455191523e-11
443 7.877333926 99.75683714 151.1099907 139.1894819 10.73686239 -28022.82655 -28022.82655 -28022.82655 1.091393642e-11
444 7.877326185 99.7475548 151.1083053 139.1896238 10.73472117 -28023.68915 -28023.68915 -28023.68915 3.637978807e-12
445 7.877334776 99.73866922 151.1076239 139.1901131 10.73315154 -28024.65297 -28024.65297 -28024.65297 1.091393642e-11
446 7.877362779 99.73015704 151.1080496 139.1909627 10.73217412 -28025.71333 -28025.71333 -28025.71333 7.275957614e-12
447 7.877409171 99.72199698 151.1095003 139.1921376 10.7317679 -28026.86636 -28026.86636 -28026.86636 3.637978807e-12
448 7.877472608 99.71422053 151.1119838 139.1936186 10.73193373 -28028.08075 -28028.08075 -28028.08075 3.637978807e-12
449 7.87755386 99.70690248 151.1155648 139.1953023 10.73269532 -28029.35648 -28029.35648 -28029.35648 1.455191523e-11
450 7.87765055 99.70017204 151.1202791 139.1972107 10.73407097 -28030.68637 -28030.68637 -28030.68637 1.818989404e-11
451 7.877759164 99.69425344 151.1261486 139.1993441 10.73607881 -28032.04483 -28032.04483 -28032.04483 1.091393642e-11
452 7.877884275 99.68941967 151.1332179 139.2017186 10.73875143 -28033.4203 -28033.4203 -28033.4203 1.091393642e-11
453 7.878016718 99.68596589 151.1414526 139.2042922 10.74210682 -28034.76913 -28034.76913 -28034.76913 7.275957614e-12
454 7.878156415 99.68416267 151.1508874 139.2069767 10.7461214 -28036.07354 -28036.07354 -28036.07354 7.275957614e-12
455 7.878302939 99.68425112 151.1614609 139.2097839 10.75080956 -28037.31823 -28037.31823 -28037.31823 0
456 7.878447043 99.6865895 151.1730205 139.2127087 10.75617987 -28038.48287 -28038.48287 -28038.48287 1.818989404e-11
457 7.878563467 99.69175406 151.1853084 139.2155974 10.76218419 -28039.2749 -28039.2749 -28039.2749 1.455191523e-11
458 7.878725197 99.69978984 151.1984887 139.2187576 10.76885309 -28040.07731 -28040.07731 -28040.07731 7.275957614e-12
459 7.878902932 99.71016045 151.2119771 139.2220631 10.77604289 -28040.8309 -28040.8309 -28040.8309 1.455191523e-11
460 7.879099265 99.7228989 151.2257466 139.2255289 10.78365048 -28041.50219 -28041.50219 -28041.50219 2.182787284e-11
461 7.879311541 99.73803237 151.2395004 139.2290691 10.79159147 -28042.09949 -28042.09949 -28042.09949 7.275957614e-12
462 7.879518199 99.75544945 151.2530782 139.2319953 10.79985577 -28042.53619 -28042.53619 -28042.53619 7.275957614e-12
463 7.879714675 99.7747838 151.2661558 139.2346438 10.80856086 -28042.7762 -28042.7762 -28042.7762 1.091393642e-11
464 7.879881378 99.79532109 151.2785299 139.2363995 10.81668519 -28042.80627 -28042.80627 -28042.80627 3.637978807e-12
465 7.880018618 99.81612195 151.2895282 139.2376366 10.82459274 -28042.64563 -28042.64563 -28042.64563 0
466 7.880133919 99.83622255 151.2993475 139.2386361 10.83241269 -28042.32253 -28042.32253 -28042.32253 7.275957614e-12
467 7.8802376 99.85473898 151.3079364 139.2395895 10.83998973 -28041.85966 -28041.85966 -28041.85966 0
468 7.880321115 99.87092051 151.3152012 139.2405099 10.84716774 -28041.3044 -28041.3044 -28041.3044 7.275957614e-12
469 7.880383635 99.88422673 151.3210877 139.2413374 10.85381993 -28040.64831 -28040.64831 -28040.64831 1.455191523e-11
470 7.880418348 99.89444566 151.3255243 139.2439459 10.86012919 -28039.88848 -28039.88848 -28039.88848 0
471 7.880432923 99.90151465 151.3290594 139.2441706 10.86532711 -28038.95962 -28038.95962 -28038.95962 3.637978807e-12
472 7.880455278 99.90523749 151.3316271 139.2442511 10.86987427 -28038.07137 -28038.07137 -28038.07137 1.818989404e-11
473 7.880439066 99.90575378 151.3333904 139.2441631 10.87393682 -28037.02343 -28037.02343 -28037.02343 1.091393642e-11
474 7.880423906 99.90349792 151.3350144 139.243957 10.87750779 -28035.9894 -28035.9894 -28035.9894 7.275957614e-12
475 7.880381806 99.89907377 151.3364977 139.2436175 10.88073089 -28034.7503 -28034.7503 -28034.7503 0
476 7.88036213 99.89312573 151.3386357 139.2434684 10.8837377 -28033.52545 -28033.52545 -28033.52545 3.637978807e-12
477 7.880323047 99.8862877 151.3414488 139.2433171 10.88658841 -28032.20497 -28032.20497 -28032.20497 0
478 7.880257156 99.87955894 151.3451716 139.2431668 10.88939871 -28030.64465 -28030.64465 -28030.64465 0
479 7.88022299 99.87340405 151.3501607 139.2432271 10.89229661 -28029.16582 -28029.16582 -28029.16582 3.637978807e-12
480 7.880179748 99.86822586 151.3561187 139.2432822 10.89523848 -28027.66952 -28027.66952 -28027.66952 1.091393642e-11
481 7.880110546 99.864783 151.362958 139.2432834 10.89826661 -28026.00588 -28026.00588 -28026.00588 3.637978807e-12
482 7.880079202 99.86321886 151.3705562 139.2434317 10.90142938 -28024.4986 -28024.4986 -28024.4986 3.637978807e-12
483 7.880054512 99.86347919 151.3785129 139.2435264 10.90455583 -28023.04476 -28023.04476 -28023.04476 7.275957614e-12
484 7.880037741 99.86587857 151.386321 139.2436644 10.9076121 -28021.62524 -28021.62524 -28021.62524 3.637978807e-12
485 7.880010759 99.87060134 151.3934789 139.2436011 10.91044946 -28020.0809 -28020.0809 -28020.0809 1.455191523e-11
486 7.880016083 99.87721575 151.4000417 139.2433664 10.9129048 -28018.72731 -28018.72731 -28018.72731 1.455191523e-11
487 7.880014295 99.88517955 151.405364 139.2429655 10.91500617 -28017.36527 -28017.36527 -28017.36527 3.637978807e-12
488 7.88003382 99.89406054 151.4095813 139.2425536 10.91672244 -28016.14018 -28016.14018 -28016.14018 1.091393642e-11
489 7.880069034 99.90325732 151.4126132 139.2420708 10.91797159 -28015.10085 -28015.10085 -28015.10085 0
490 7.880100232 99.91249987 151.4144031 139.241495 10.91871996 -28014.13872 -28014.13872 -28014.13872 1.818989404e-11
491 7.880147192 99.92153537 151.4150073 139.2408758 10.91903433 -28013.37453 -28013.37453 -28013.37453 1.818989404e-11
492 7.880194277 99.92997968 151.4143615 139.2399701 10.91937311 -28012.8412 -28012.8412 -28012.8412 3.637978807e-12
493 7.880251744 99.93758453 151.4129176 139.2391904 10.9191009 -28012.55504 -28012.55504 -28012.55504 0
494 7.880324109 99.94426341 151.4105166 139.2385302 10.91813984 -28012.50142 -28012.50142 -28012.50142 7.275957614e-12
495 7.880409959 99.95006262 151.4071212 139.2379867 10.91647875 -28012.65277 -28012.65277 -28012.65277 3.274180926e-11
496 7.880501229 99.95509697 151.4027826 139.2375137 10.91417646 -28012.97123 -28012.97123 -28012.97123 3.637978807e-12
497 7.88059671 99.95949016 151.3975296 139.2370534 10.91139669 -28013.41038 -28013.41038 -28013.41038 1.091393642e-11
498 7.880697019 99.96329484 151.3914723 139.236642 10.90799987 -28013.96546 -28013.96546 -28013.96546 7.275957614e-12
499 7.880793294 99.9664901 151.3846784 139.2362443 10.90393368 -28014.62077 -28014.62077 -28014.62077 1.091393642e-11
500 7.880878411 99.96902679 151.377146 139.2356587 10.89910164 -28015.35265 -28015.35265 -28015.35265 3.637978807e-12
